A154FM86RLI348	B0000001P4	5.0
A1LFRJ3CSQFCI6	B0000001P4	5.0
A1TU1CK2R53CEF	B0000001P4	5.0
A3LZGLA88K0LA0	B0000001P4	5.0
A31U2QT7SAL7K	B0000001P4	5.0
A2UI2GW70Q8EXA	B0000002HZ	5.0
A27KNXAROMSJ7A	B0000002HZ	5.0
A27LMYOUM86WHY	B0000002HZ	5.0
A36EW68H08UOCS	B0000002HZ	4.0
A2XV5LRO3DXNHO	B0000002HZ	4.0
A2U49LUUY4IKQQ	B0000002HZ	5.0
A2UI2GW70Q8EXA	B0000002J9	5.0
A27KNXAROMSJ7A	B0000002J9	5.0
A27LMYOUM86WHY	B0000002J9	5.0
A36EW68H08UOCS	B0000002J9	5.0
A2XV5LRO3DXNHO	B0000002J9	4.0
A2U49LUUY4IKQQ	B0000002J9	5.0
A2UI2GW70Q8EXA	B0000002JR	5.0
A2BO41VARYGTAC	B0000002JR	4.0
A155TMD8SHLSC	B0000002JR	5.0
A27LMYOUM86WHY	B0000002JR	5.0
A36EW68H08UOCS	B0000002JR	5.0
A2XV5LRO3DXNHO	B0000002JR	4.0
A2U49LUUY4IKQQ	B0000002JR	5.0
A2DIWGD35DLHWN	B0000002JR	5.0
A2MB5XC5QP3WBW	B0000002JR	5.0
A3SRBACI3VJD9R	B0000002JR	5.0
AYUVUWX0DECY9	B0000002ME	5.0
A1IBC9XP2LICQL	B0000002ME	5.0
A1TIQNQJZ2LDNW	B0000002ME	5.0
A1906RZITWT2K2	B0000002ME	3.0
A3RC3AK8UN89I9	B0000002ME	5.0
A2BO41VARYGTAC	B0000002ME	5.0
A1FML9FCUPV6TI	B0000002ME	5.0
A2BRSYSJO4L7VV	B0000002ME	5.0
A27LMYOUM86WHY	B0000002ME	5.0
A1EX5SK2PD0XLC	B0000002ME	2.0
A36EW68H08UOCS	B0000002ME	5.0
A2XV5LRO3DXNHO	B0000002ME	4.0
ANBT9T1QKC662	B0000002ME	5.0
A2U49LUUY4IKQQ	B0000002ME	5.0
A1RJD10TTI568L	B0000002ME	5.0
A1GIIPXONCEEHP	B0000002ME	5.0
A4UKBG3M5U5TI	B0000002ME	5.0
A1PMUOCK4V0R2Y	B0000002ME	5.0
AELL37SY6YIYO	B0000002O5	5.0
A7084I62A648H	B0000002O5	5.0
A1EVIN8VVZE0L2	B0000002O5	5.0
A39RJX5CACOOIY	B0000002O5	5.0
A2BO41VARYGTAC	B0000002O5	5.0
A2A7NHE5HTK79N	B0000002O5	5.0
A2BRSYSJO4L7VV	B0000002O5	5.0
A27LMYOUM86WHY	B0000002O5	5.0
A36EW68H08UOCS	B0000002O5	5.0
A3NM4O7AQWYN2	B0000002O5	5.0
A2XV5LRO3DXNHO	B0000002O5	4.0
A1XP7P3X9MRE5H	B0000002O5	5.0
A11HB3LYLIQNZP	B0000002O5	4.0
A3QMJMTLJC34QC	B0000002O5	3.0
A5A2QE6NECFR5	B0000002O5	3.0
A2TC5QDBYCJITD	B0000003S0	4.0
ASD8JA3IBRIKJ	B0000003S0	5.0
A2DJYERRIH5C8T	B0000003S0	3.0
A1TOFOOLB07QXX	B0000003S0	5.0
A2VX7FLDKIQFV9	B0000003S0	5.0
A1MMT81GKL43LV	B0000004UM	5.0
AX94XE2KY5WK4	B0000004UM	5.0
A1B5UQMA7J3F53	B0000004UM	5.0
A2EOXFV4UDXIYR	B0000004UM	4.0
A27RIWPJMP3XYD	B0000004UM	5.0
A2JYNMI72AZCPS	B0000004UM	5.0
A2NIQDDCSZD5GI	B0000004UM	4.0
APEOO1ATR5VHB	B0000004UM	5.0
A24FJGOH96X75A	B0000004UM	5.0
ADCFUY7WTZA6A	B0000004UM	5.0
A2AKFJOWF71WGV	B0000004UM	5.0
A3H2IG3R802CJY	B0000004UM	5.0
A9Q28YTLYREO7	B0000004UM	5.0
A1TJEQR04YNNIH	B0000004UM	5.0
AHMAQXXYIR6DK	B0000004UM	5.0
A28FWE3UF0HQ5K	B0000004UM	5.0
A13EHGWL2EFJOD	B0000004UM	5.0
A373KGHJIJWJCP	B0000004UM	5.0
A1P6NTDL1BKLDV	B0000004UM	5.0
A1UQQ995IUT7VT	B0000004UM	5.0
A1IKOYZVFHO1XP	B0000004VN	5.0
A3ISIE9TD3IMC4	B0000004VN	5.0
A3QZA3MXC75V4E	B0000004VN	3.0
A1GN8UJIZLCA59	B0000004VN	2.0
A2LNEZD3YBO12O	B0000004VN	5.0
A1MMT81GKL43LV	B0000004X1	5.0
AYPCUQS6ARWFH	B0000004X1	5.0
A9Q28YTLYREO7	B0000004X1	5.0
A175TPTHMNS7S4	B0000004X1	5.0
A373KGHJIJWJCP	B0000004X1	4.0
A1LQIGGUB7R6JS	B0000004X1	2.0
A23IOPI0D1OG7V	B0000004X1	5.0
AGEIT17HENDIS	B0000004XH	5.0
A7SSCDSCM4PXF	B0000004XH	5.0
A2DB9LVEZRDMEY	B0000004XH	5.0
A3PGGPL7FM9F81	B0000004XH	4.0
A7YJTD4YOV9GN	B0000004XH	5.0
A1Z5TNULKBBUQ2	B0000004XH	5.0
A11NKZ57YSELZC	B0000004XH	5.0
A1EYYHM5R678I4	B0000004XH	5.0
AQLJ566RYMQ2M	B0000004XH	5.0
A16KCH578FG4B4	B0000004XH	5.0
A1ZPZNULFUAU2D	B0000004XH	4.0
A1KCAB6A5E93IE	B0000004XH	4.0
AD65VRJZIUKKV	B000000504	5.0
A13ZCL7UXEDF14	B000000504	5.0
A3C6ZCBUNXUT7V	B000000504	4.0
ADCFUY7WTZA6A	B000000504	5.0
A35PW54S1FX8B7	B000000504	5.0
A2CQHOPBQSZX3G	B000000504	4.0
A3H2IG3R802CJY	B000000504	5.0
A8KW38D8PQ2AV	B000000504	5.0
AX94XE2KY5WK4	B000000509	5.0
A1B5UQMA7J3F53	B000000509	5.0
A2EOXFV4UDXIYR	B000000509	3.0
A2ETZ7GF5B1712	B000000509	4.0
AFTN9ZLB22PSZ	B000000509	5.0
A23F0RW1RUBBDF	B000000509	5.0
A1POGYGC5C99W5	B000000509	3.0
A3RQEAVR8IH854	B000000509	5.0
AISD7WNNE6POG	B000000509	4.0
APEOO1ATR5VHB	B000000509	5.0
A24D4ND2K1TEOA	B000000509	3.0
ADCFUY7WTZA6A	B000000509	5.0
A35X2PW5PG3IBK	B000000509	5.0
A2AKFJOWF71WGV	B000000509	5.0
A17OH2QDO7MU8C	B000000509	4.0
A175TPTHMNS7S4	B000000509	5.0
AY30ELGA079AS	B000000509	5.0
A2MGMBB5F9NED	B000000509	5.0
A373KGHJIJWJCP	B000000509	5.0
A3KENOAUKTWZJL	B000000509	5.0
ALII89JQW1EML	B000000509	5.0
A1RUS4H3HSL5IB	B000000509	5.0
A26T99FS1D4JMI	B000000509	5.0
A1UQQ995IUT7VT	B000000509	4.0
A2QQ5O2TFZPTIH	B000000509	5.0
A1LQ1A8DNOTUKV	B000000518	4.0
A3HU0B9XUEVHIM	B000000518	4.0
A1JXY9I578VQ3O	B000000518	4.0
A3846X6RQ7K3N3	B000000518	5.0
A1L8IB1K8ETJW9	B000000518	5.0
ARFL4OAG9CI1H	B000000518	3.0
A3IA5HIDD2XFQ7	B000000518	4.0
A2J75ERORJDMR0	B000000518	5.0
A1HFVQZIDK7UUD	B000000518	3.0
A3W0POMI33YQXQ	B000000518	5.0
A35JR4D6FLXYRQ	B000000518	3.0
A1J5KCZC8CMW9I	B000000518	4.0
AXSVE6J9NXYJ9	B000000518	5.0
A299AG3O394X32	B000000518	4.0
AL76F7RUAG4IV	B000000518	5.0
A2OYT6UXIH4WSS	B000000518	5.0
A1IANEBSMVGHS9	B000000518	5.0
A1PSBN3V3LDLXO	B000000518	5.0
A25F30PADFVKNS	B000000518	5.0
A3R75H3IPPC2UX	B000000518	5.0
A9Q28YTLYREO7	B000000518	2.0
A9SS0A2OPDLGN	B000000518	4.0
A1B2MF00TB0ECG	B000000518	4.0
A2NLVIYFTBL42R	B000000518	5.0
A170QM825KM60W	B000000518	4.0
A1BKHQN13M9S8H	B000000518	5.0
A149OQJD0ASI07	B000000518	5.0
A3KENOAUKTWZJL	B000000518	5.0
A4UKBG3M5U5TI	B000000518	4.0
A23IOPI0D1OG7V	B000000518	4.0
A1UIZW67H2318W	B000000518	4.0
ARFL4OAG9CI1H	B00000051K	5.0
A25NMMI7AH30W2	B00000051K	4.0
AD65VRJZIUKKV	B00000051K	5.0
AAP4AWEQRRYCZ	B00000051K	5.0
APB7Q2UGJHK72	B00000051K	4.0
A3LA5EHF2WWNFK	B00000051K	5.0
A3OLZXHFGUAMWW	B00000051K	5.0
AZOG14H03XE5K	B00000052P	5.0
ARFL4OAG9CI1H	B00000052P	5.0
A2ZNOVE9XIOV7B	B00000052P	5.0
A330K1NZBFVCO2	B00000052P	5.0
APB7Q2UGJHK72	B00000052P	5.0
A1D2NCC6II2GN9	B00000052P	4.0
A2NK2GE4FX4BLN	B00000052P	5.0
A3LA5EHF2WWNFK	B00000052P	5.0
AYQY3RB33F4J6	B00000052Y	5.0
A25NMMI7AH30W2	B00000052Y	4.0
A2ETZ7GF5B1712	B00000052Y	4.0
A1POGYGC5C99W5	B00000052Y	4.0
A4QCL11IUL9NS	B00000052Y	4.0
APEOO1ATR5VHB	B00000052Y	4.0
A35X2PW5PG3IBK	B00000052Y	5.0
AJK5WHV1GW941	B00000052Y	4.0
A2MP9R86K35O3A	B00000052Y	4.0
A2PCNX59G2GLIM	B00000052Y	5.0
A373KGHJIJWJCP	B00000052Y	4.0
A2SE0H68AAO6E5	B00000052Y	5.0
A1RUS4H3HSL5IB	B00000052Y	5.0
A3AJ3NHS4U31FH	B00000052Y	5.0
AFTN9ZLB22PSZ	B000000536	4.0
AD65VRJZIUKKV	B000000536	5.0
A141XAG09QATRB	B000000536	5.0
ADCFUY7WTZA6A	B000000536	5.0
A14SKEL2P4LGTE	B000000536	5.0
A2NK2GE4FX4BLN	B000000536	4.0
